id,customer_name,sentiment,csat_score,call_timestamp,Time,reason,city,state,channel,response_time,call duration in minutes,call_center,Agent,Answered (Y/N),Resolved,Speed of answer in seconds,Satisfaction rating
ADD-82219259-r-882390-EG,Errol Follos,Neutral,0,10/12/2020 0:00,0.502002315,Billing Question,Fort Wayne,Indiana,Chatbot,Below SLA,35,Baltimore/MD,Jim,Y,Y,74,5
YOB-40492230-M-009287-T8,Nanni Doy,Negative,5,10/8/2020 0:00,0.502002315,Billing Question,Hayward,California,Email,Within SLA,27,Baltimore/MD,Dan,Y,Y,89,5
GZD-50459522-O-178569-D2,Sophie Kleinerman,Very Negative,2,10/3/2020 0:00,0.502002315,Billing Question,Santa Barbara,California,Chatbot,Within SLA,20,Chicago/IL,Martha,N,N,0,0
FQX-24118867-H-358169-3N,Timotheus Menlove,Negative,0,10/28/2020 0:00,0.502002315,Billing Question,Memphis,Tennessee,Call-Center,Within SLA,43,Baltimore/MD,Joe,Y,Y,68,2
SVH-32880745-c-681066-4a,Allayne Lednor,Negative,0,10/6/2020 0:00,0.52099537,Service Outage,Murfreesboro,Tennessee,Chatbot,Below SLA,41,Baltimore/MD,Diane,Y,Y,97,3
ISK-94965442-x-233388-Vz,Bethina Fazzioli,Positive,0,10/22/2020 0:00,0.52099537,Billing Question,Lubbock,Texas,Chatbot,Below SLA,45,Denver/CO,Dan,N,N,0,0
WUJ-90727821-m-177169-j0,Stanwood Esley,Very Negative,0,10/1/2020 0:00,0.527997685,Billing Question,New York City,New York,Call-Center,Within SLA,19,Baltimore/MD,Joe,Y,Y,39,3
PKG-51691289-6-484895-mg,Anissa Kinrade,Very Positive,0,10/5/2020 0:00,0.527997685,Payments,Oklahoma City,Oklahoma,Call-Center,Within SLA,40,Chicago/IL,Martha,Y,Y,51,4
YSU-89393344-7-508964-gG,Bradly Dinkin,Very Positive,0,10/30/2020 0:00,0.527997685,Billing Question,Omaha,Nebraska,Chatbot,Below SLA,6,Chicago/IL,Joe,Y,Y,106,4
OKT-23554135-U-885557-tw,Callida Le Franc,Negative,6,10/27/2020 0:00,0.527997685,Billing Question,Birmingham,Alabama,Web,Within SLA,26,Los Angeles/CA,Stewart,Y,Y,107,3
PWN-23158453-4-345907-mh,Jdavie Fasler,Neutral,0,10/30/2020 0:00,0.55900463,Service Outage,Jamaica,New York,Chatbot,Below SLA,10,Baltimore/MD,Joe,Y,Y,22,3
SOU-95968322-O-261597-9F,Saundra Greenshields,Very Negative,0,10/1/2020 0:00,0.55900463,Billing Question,Atlanta,Georgia,Chatbot,Below SLA,35,Los Angeles/CA,Joe,Y,Y,122,4
IFI-31277173-T-796016-Ej,Joseph Trenear,Negative,0,10/3/2020 0:00,0.565,Service Outage,Clearwater,Florida,Email,Within SLA,38,Baltimore/MD,Diane,Y,Y,57,3
TAP-16251358-j-875784-7e,Kaylil Randell,Very Negative,2,10/7/2020 0:00,0.565,Billing Question,New York City,New York,Call-Center,Above SLA,17,Chicago/IL,Jim,Y,N,53,2
IZI-93062579-M-779259-Aj,Quinton Marchelli,Positive,0,10/13/2020 0:00,0.57099537,Payments,Los Angeles,California,Call-Center,Within SLA,39,Los Angeles/CA,Becky,Y,Y,119,5
YUZ-85735662-N-048492-c4,Hakim Saywood,Negative,0,10/19/2020 0:00,0.57099537,Billing Question,Richmond,Virginia,Chatbot,Within SLA,30,Baltimore/MD,Diane,N,N,0,0
FXL-84178942-u-052829-XI,Lucilia Blenkhorn,Negative,0,10/11/2020 0:00,0.57099537,Billing Question,Dallas,Texas,Email,Within SLA,39,Baltimore/MD,Martha,Y,N,20,2
VJQ-35718541-f-410836-5V,Ophelia Thresh,Negative,0,10/4/2020 0:00,0.57099537,Billing Question,Louisville,Kentucky,Email,Above SLA,15,Baltimore/MD,Joe,Y,Y,52,3
WWE-90128095-o-317664-QO,Norine Hedau,Negative,0,10/27/2020 0:00,0.61,Payments,Lubbock,Texas,Call-Center,Within SLA,36,Los Angeles/CA,Stewart,Y,Y,74,1
WRN-02286567-g-819640-IF,Inessa Trippitt,Very Positive,9,10/13/2020 0:00,0.61,Billing Question,Houston,Texas,Email,Above SLA,16,Los Angeles/CA,Greg,Y,Y,49,3
GII-58879080-G-003855-fq,Clarence Heymann,Very Negative,0,10/22/2020 0:00,0.61599537,Billing Question,Spokane,Washington,Email,Above SLA,40,Los Angeles/CA,Jim,Y,Y,27,5
LEI-66844798-H-062686-fX,Dermot Capponer,Very Negative,0,10/18/2020 0:00,0.61599537,Billing Question,Flint,Michigan,Email,Below SLA,30,Baltimore/MD,Greg,Y,Y,100,5
GJA-73841780-H-981786-el,Paulette Tartt,Very Negative,1,10/21/2020 0:00,0.61599537,Billing Question,New York City,New York,Email,Within SLA,14,Baltimore/MD,Diane,Y,Y,45,3
WMK-53470523-t-979771-6D,Tamarra Pavier,Negative,4,10/23/2020 0:00,0.61599537,Billing Question,Washington,District of Columbia,Chatbot,Within SLA,14,Baltimore/MD,Becky,Y,Y,98,5
RFH-13005335-x-941945-KY,Darcy Cuncarr,Negative,4,10/14/2020 0:00,0.65599537,Billing Question,Rockford,Illinois,Call-Center,Within SLA,37,Chicago/IL,Diane,Y,Y,25,5
TCF-76185462-G-581239-Uh,Ab Potteril,Very Negative,2,10/11/2020 0:00,0.65599537,Billing Question,Las Vegas,Nevada,Email,Below SLA,10,Chicago/IL,Jim,N,N,0,0
PHM-21046348-y-700571-Q0,Christi Matveichev,Neutral,0,10/19/2020 0:00,0.717997685,Billing Question,Elmira,New York,Call-Center,Within SLA,24,Baltimore/MD,Dan,Y,Y,107,3
RTW-93566842-a-737480-ex,Luca Castel,Positive,9,10/6/2020 0:00,0.717997685,Payments,Houston,Texas,Call-Center,Within SLA,44,Los Angeles/CA,Martha,N,N,0,0
EVX-57238379-w-409038-iP,Sonnie Pickvance,Positive,7,10/27/2020 0:00,0.72599537,Billing Question,Daytona Beach,Florida,Web,Within SLA,18,Los Angeles/CA,Joe,Y,Y,104,5
HGJ-90827281-o-285311-OH,Abramo Tottman,Very Negative,1,10/19/2020 0:00,0.72599537,Billing Question,Inglewood,California,Web,Above SLA,33,Baltimore/MD,Dan,N,N,0,0
RMP-80622052-4-366156-CW,Evanne Domeny,Very Negative,0,10/8/2020 0:00,0.732997685,Billing Question,Cincinnati,Ohio,Call-Center,Below SLA,20,Los Angeles/CA,Martha,N,N,0,0
QOT-98385562-d-413189-ae,Welsh Eisig,Very Negative,0,10/5/2020 0:00,0.732997685,Billing Question,Greeley,Colorado,Web,Within SLA,21,Denver/CO,Jim,N,N,0,0
EAE-65130530-2-175819-Fy,Terrye Conring,Very Negative,3,10/28/2020 0:00,0.73400463,Payments,Fort Worth,Texas,Call-Center,Within SLA,29,Los Angeles/CA,Stewart,Y,Y,13,5
DVL-23396440-Q-486865-FM,Kinny Foxall,Very Negative,0,10/26/2020 0:00,0.73400463,Payments,Mobile,Alabama,Call-Center,Below SLA,25,Baltimore/MD,Dan,Y,Y,119,5
NEC-52763410-8-812910-pI,Dare Ropcke,Positive,8,10/25/2020 0:00,0.73900463,Billing Question,Charlotte,North Carolina,Email,Within SLA,34,Denver/CO,Becky,Y,Y,35,3
XAW-53304484-e-433257-XN,Cornelia Dunbabin,Neutral,0,10/28/2020 0:00,0.73900463,Billing Question,Reading,Pennsylvania,Call-Center,Within SLA,9,Los Angeles/CA,Dan,Y,Y,83,4
NXV-10881978-9-946923-43,Cathrine Samwayes,Very Negative,3,10/15/2020 0:00,0.747997685,Billing Question,Jamaica,New York,Email,Above SLA,19,Baltimore/MD,Jim,Y,Y,48,2
MDE-83031739-m-664425-oX,Katy Flaxman,Negative,0,10/18/2020 0:00,0.747997685,Billing Question,Dallas,Texas,Chatbot,Within SLA,13,Los Angeles/CA,Stewart,Y,Y,45,5
WRH-77726615-b-077434-rN,Lily Mackneis,Very Negative,0,10/11/2020 0:00,0.37900463,Billing Question,Albuquerque,New Mexico,Chatbot,Within SLA,28,Baltimore/MD,Dan,Y,Y,65,5
NHW-21028958-t-422528-Io,Brigid Bolduc,Neutral,0,10/30/2020 0:00,0.37900463,Billing Question,Lawrenceville,Georgia,Chatbot,Within SLA,12,Los Angeles/CA,Dan,Y,Y,50,3
KAT-16845483-b-068292-1G,Bobette Dominik,Neutral,0,10/12/2020 0:00,0.387997685,Billing Question,San Diego,California,Chatbot,Within SLA,43,Denver/CO,Diane,Y,Y,17,3
AIL-21152814-d-948025-n4,Evvy Strodder,Very Negative,0,10/9/2020 0:00,0.387997685,Billing Question,Atlanta,Georgia,Chatbot,Below SLA,18,Los Angeles/CA,Joe,N,N,0,0
MWN-00656157-D-072318-s6,Stirling Melonby,Negative,0,10/9/2020 0:00,0.38900463,Billing Question,Jackson,Mississippi,Web,Within SLA,13,Los Angeles/CA,Dan,Y,Y,96,1
WPV-53866208-i-349806-BS,Casey Leuren,Neutral,8,10/30/2020 0:00,0.38900463,Billing Question,Brooklyn,New York,Chatbot,Within SLA,11,Baltimore/MD,Stewart,Y,Y,90,3
VFQ-57739589-l-193160-SS,Daryl Brockington,Neutral,0,10/21/2020 0:00,0.402002315,Service Outage,Des Moines,Iowa,Chatbot,Within SLA,34,Chicago/IL,Jim,Y,Y,98,2
CYA-41460660-A-483427-PH,Filippo Lobb,Very Positive,10,10/2/2020 0:00,0.402002315,Payments,Athens,Georgia,Call-Center,Within SLA,28,Denver/CO,Diane,Y,N,90,4
KAJ-22233064-X-517737-X0,Shane Edland,Very Positive,10,10/17/2020 0:00,0.42,Billing Question,Spring,Texas,Email,Below SLA,5,Los Angeles/CA,Jim,Y,Y,98,5
LUH-80430657-z-207262-lV,Burtie Crisford,Very Negative,0,10/9/2020 0:00,0.42,Billing Question,Tucson,Arizona,Call-Center,Within SLA,7,Baltimore/MD,Jim,Y,Y,70,5
ZHL-06753407-O-331004-y6,Arabele Clerke,Neutral,0,10/28/2020 0:00,0.44,Service Outage,Austin,Texas,Chatbot,Below SLA,39,Los Angeles/CA,Diane,Y,Y,69,4
QGD-50303332-A-087785-PH,Giustino Kennermann,Very Negative,0,10/6/2020 0:00,0.44,Service Outage,Las Vegas,Nevada,Chatbot,Within SLA,19,Baltimore/MD,Diane,N,N,0,0
ZJX-47155083-b-805254-9M,Glori Oleksiak,Negative,0,10/12/2020 0:00,0.46400463,Payments,Jackson,Tennessee,Call-Center,Below SLA,18,Baltimore/MD,Joe,Y,Y,120,4
LMR-68858294-L-183176-Qy,Rey Sabatini,Negative,0,10/2/2020 0:00,0.46400463,Payments,Dallas,Texas,Call-Center,Within SLA,7,Chicago/IL,Stewart,Y,Y,113,5
FKP-23360048-y-114896-NK,Brandyn Venneur,Very Positive,0,10/24/2020 0:00,0.477002315,Payments,Washington,District of Columbia,Call-Center,Within SLA,22,Baltimore/MD,Greg,Y,N,10,5
AXT-89051099-d-054300-XT,Pierce Gallichan,Negative,0,10/23/2020 0:00,0.477002315,Billing Question,Philadelphia,Pennsylvania,Web,Above SLA,36,Denver/CO,Becky,Y,Y,122,1
AOG-02888619-4-739374-wN,Chilton Ropars,Neutral,0,10/28/2020 0:00,0.487997685,Service Outage,Fresno,California,Email,Within SLA,25,Los Angeles/CA,Stewart,Y,N,125,3
OPL-13984987-m-901880-um,Hayley Asty,Very Negative,3,10/3/2020 0:00,0.487997685,Billing Question,Los Angeles,California,Email,Within SLA,27,Baltimore/MD,Diane,N,N,0,0
YWB-65644523-O-674458-XP,Kore Whittle,Positive,0,10/25/2020 0:00,0.49099537,Billing Question,Baton Rouge,Louisiana,Call-Center,Within SLA,26,Los Angeles/CA,Martha,Y,Y,33,2
IYD-81228771-b-769762-1V,Abeu Anwyl,Positive,0,10/19/2020 0:00,0.49099537,Billing Question,Delray Beach,Florida,Call-Center,Within SLA,5,Los Angeles/CA,Dan,Y,Y,51,2
ZHN-91225755-t-681844-LG,Feliks People,Neutral,6,10/12/2020 0:00,0.49599537,Payments,White Plains,New York,Call-Center,Within SLA,29,Los Angeles/CA,Becky,Y,Y,58,3
IHI-72966951-G-403110-Sy,Shell Duiguid,Negative,0,10/23/2020 0:00,0.49599537,Billing Question,Peoria,Illinois,Chatbot,Within SLA,31,Denver/CO,Dan,Y,Y,121,5
IUP-65163856-f-184879-aa,Evania Mildner,Neutral,0,10/29/2020 0:00,0.5,Billing Question,Des Moines,Iowa,Chatbot,Above SLA,10,Chicago/IL,Diane,Y,Y,118,4
DAN-39591608-P-003798-Bg,Alie Myles,Very Positive,0,10/17/2020 0:00,0.5,Billing Question,Knoxville,Tennessee,Email,Within SLA,23,Los Angeles/CA,Greg,Y,Y,52,4
VKG-54364407-E-601314-Fp,Kincaid MacLachlan,Neutral,0,10/16/2020 0:00,0.51400463,Billing Question,Dallas,Texas,Web,Within SLA,27,Los Angeles/CA,Stewart,Y,Y,55,3
AJF-10178673-I-311710-Fh,Rutherford Champain,Negative,0,10/13/2020 0:00,0.51400463,Payments,Anchorage,Alaska,Call-Center,Below SLA,10,Baltimore/MD,Dan,Y,Y,68,4
NBG-56274949-o-852036-dB,Clair Swallow,Neutral,0,10/16/2020 0:00,0.52900463,Billing Question,Phoenix,Arizona,Email,Above SLA,30,Los Angeles/CA,Becky,Y,Y,106,5
JIG-42904757-r-372395-ZH,Westleigh Bentzen,Very Negative,0,10/5/2020 0:00,0.52900463,Billing Question,Tallahassee,Florida,Web,Above SLA,36,Baltimore/MD,Martha,Y,Y,32,3
QKD-91233651-M-990701-UR,Christophe Rosengart,Positive,0,10/16/2020 0:00,0.53099537,Billing Question,Saint Paul,Minnesota,Email,Within SLA,8,Los Angeles/CA,Jim,N,N,0,0
KLM-90591825-E-378019-Ie,Austina Swynfen,Positive,0,10/23/2020 0:00,0.53099537,Service Outage,Glendale,Arizona,Chatbot,Above SLA,33,Los Angeles/CA,Martha,Y,N,45,4
VLX-33683640-T-372040-uu,Celestina Tackes,Negative,5,10/26/2020 0:00,0.54099537,Billing Question,Cleveland,Ohio,Call-Center,Within SLA,43,Chicago/IL,Joe,Y,Y,119,4
YOK-23627279-k-431497-L2,Oswald Brawson,Positive,0,10/7/2020 0:00,0.54099537,Billing Question,Cape Coral,Florida,Chatbot,Within SLA,23,Baltimore/MD,Dan,N,N,0,0
BIL-26875178-G-474377-tv,Zechariah Ingarfield,Negative,0,10/22/2020 0:00,0.54400463,Billing Question,Charlotte,North Carolina,Call-Center,Within SLA,25,Chicago/IL,Jim,Y,Y,46,1
RDL-63750260-P-416532-DU,Gussie Vowles,Negative,6,10/3/2020 0:00,0.54400463,Service Outage,El Paso,Texas,Chatbot,Above SLA,31,Los Angeles/CA,Stewart,Y,Y,101,3
CAG-24954306-H-104528-3n,Felisha Sprowle,Negative,0,10/5/2020 0:00,0.545,Billing Question,Charleston,West Virginia,Call-Center,Within SLA,12,Los Angeles/CA,Jim,Y,Y,56,3
HFL-70785916-D-871851-or,Lorna Boggish,Very Negative,0,10/29/2020 0:00,0.545,Billing Question,Valdosta,Georgia,Call-Center,Within SLA,40,Los Angeles/CA,Becky,Y,Y,80,3
CZG-05210179-2-615320-oK,Charmion Sopp,Neutral,0,10/4/2020 0:00,0.55099537,Payments,Jacksonville,Florida,Call-Center,Within SLA,38,Baltimore/MD,Diane,Y,Y,24,3
QCH-73713558-G-204641-Mt,Brande Adamini,Neutral,0,10/14/2020 0:00,0.55099537,Billing Question,New Orleans,Louisiana,Email,Within SLA,17,Baltimore/MD,Stewart,Y,Y,113,2
WIQ-06317928-k-919384-Q2,Karl Woolaston,Positive,0,10/17/2020 0:00,0.55599537,Service Outage,Tacoma,Washington,Chatbot,Within SLA,31,Denver/CO,Greg,Y,Y,19,4
JMP-77172697-n-901768-bp,Gaven Blandamore,Very Negative,0,10/3/2020 0:00,0.55599537,Billing Question,Phoenix,Arizona,Chatbot,Within SLA,18,Los Angeles/CA,Martha,N,N,0,0
HKE-85931805-N-030647-oR,Pieter Pheasey,Negative,0,10/6/2020 0:00,0.55599537,Service Outage,San Jose,California,Chatbot,Within SLA,39,Los Angeles/CA,Dan,Y,Y,45,3
TQA-46056709-v-539940-ee,Taddeusz Badcock,Negative,6,10/14/2020 0:00,0.55599537,Billing Question,Charlotte,North Carolina,Web,Below SLA,45,Los Angeles/CA,Diane,Y,Y,95,1
WZW-59071138-j-875358-dO,Ellyn McCaskill,Very Positive,10,10/19/2020 0:00,0.572997685,Billing Question,Dayton,Ohio,Chatbot,Within SLA,30,Los Angeles/CA,Becky,N,N,0,0
ORE-49445345-7-879511-FT,Amargo Eplate,Positive,8,10/21/2020 0:00,0.572997685,Billing Question,Washington,District of Columbia,Web,Below SLA,45,Baltimore/MD,Martha,Y,N,79,1
DDC-15300112-m-922879-u2,Lorrie Spong,Very Negative,0,10/11/2020 0:00,0.57599537,Billing Question,Charlotte,North Carolina,Chatbot,Within SLA,9,Baltimore/MD,Diane,Y,Y,22,2
XOD-41601699-M-437189-Vy,Teodoro Denkin,Positive,0,10/19/2020 0:00,0.57599537,Billing Question,Dayton,Ohio,Web,Within SLA,34,Los Angeles/CA,Martha,Y,Y,38,1
BGB-25489336-F-739158-Vd,Vale Bouette,Neutral,0,10/9/2020 0:00,0.57900463,Service Outage,Houston,Texas,Chatbot,Within SLA,25,Baltimore/MD,Becky,Y,Y,112,5
YUK-10925388-i-304236-Br,Pren Klus,Neutral,0,10/1/2020 0:00,0.57900463,Billing Question,New York City,New York,Chatbot,Within SLA,12,Los Angeles/CA,Becky,Y,Y,65,3
UMM-77438392-W-343952-6Y,Carola Gummery,Neutral,8,10/28/2020 0:00,0.59900463,Billing Question,Philadelphia,Pennsylvania,Web,Within SLA,44,Baltimore/MD,Joe,N,N,0,0
ZUX-00417832-N-543837-Pe,Faina Matyasik,Negative,6,10/5/2020 0:00,0.59900463,Billing Question,Roanoke,Virginia,Chatbot,Within SLA,16,Los Angeles/CA,Becky,Y,N,55,1
UMY-95311157-A-947677-HK,Doloritas enzley,Very Negative,3,10/1/2020 0:00,0.62,Service Outage,Ocala,Florida,Chatbot,Within SLA,36,Baltimore/MD,Stewart,N,N,0,0
AGX-79640692-7-100627-x4,Torrie Wann,Negative,0,10/4/2020 0:00,0.62,Billing Question,Lexington,Kentucky,Email,Below SLA,25,Chicago/IL,Joe,Y,Y,19,2
EVY-85902976-a-973416-a6,Fifi Brien,Very Positive,0,10/19/2020 0:00,0.632002315,Payments,Washington,District of Columbia,Call-Center,Within SLA,18,Denver/CO,Becky,Y,Y,53,3
YNX-08765761-t-935381-BC,Aggie Pennicard,Neutral,0,10/6/2020 0:00,0.632002315,Billing Question,Springfield,Illinois,Email,Above SLA,8,Chicago/IL,Diane,Y,Y,24,5
RAU-37744396-2-812188-W2,Ailsun Feaks,Negative,0,10/4/2020 0:00,0.65,Billing Question,Salt Lake City,Utah,Chatbot,Within SLA,17,Denver/CO,Martha,Y,Y,73,3
UPZ-68823283-g-164011-tl,Fina Hebborn,Negative,0,10/10/2020 0:00,0.65,Billing Question,Austin,Texas,Call-Center,Below SLA,39,Los Angeles/CA,Stewart,N,N,0,0
NMS-25456230-5-260339-Sn,Hazel Sheed,Positive,0,10/4/2020 0:00,0.73400463,Billing Question,Kent,Washington,Email,Within SLA,10,Los Angeles/CA,Jim,Y,Y,55,5
XMQ-21155114-J-492481-y0,Vallie Frusher,Very Negative,0,10/23/2020 0:00,0.73400463,Payments,Detroit,Michigan,Call-Center,Below SLA,40,Baltimore/MD,Greg,N,N,0,0
PXG-75757404-D-089250-VQ,Ephrem Sweetland,Neutral,0,10/3/2020 0:00,0.74099537,Service Outage,Apache Junction,Arizona,Chatbot,Within SLA,16,Baltimore/MD,Diane,N,N,0,0
VQX-77431944-V-379779-rN,Ines Cosson,Negative,0,10/22/2020 0:00,0.74099537,Service Outage,Salem,Oregon,Email,Above SLA,19,Los Angeles/CA,Martha,Y,Y,23,4
XRH-28039385-i-441412-qT,Tildi Perfitt,Neutral,0,10/28/2020 0:00,0.382002315,Service Outage,Arlington,Virginia,Email,Within SLA,18,Los Angeles/CA,Dan,Y,N,124,5
EZG-96969078-O-814391-br,Emmalynn Torry,Neutral,7,10/5/2020 0:00,0.382002315,Billing Question,Lehigh Acres,Florida,Call-Center,Within SLA,42,Chicago/IL,Dan,N,N,0,0
YHS-37219789-W-476570-qZ,Flemming Sullens,Negative,0,10/14/2020 0:00,0.407997685,Billing Question,Hattiesburg,Mississippi,Email,Within SLA,42,Los Angeles/CA,Dan,Y,Y,103,4
CMN-43419712-H-829273-3y,Rowen Snow,Positive,9,10/9/2020 0:00,0.407997685,Payments,Saint Paul,Minnesota,Call-Center,Below SLA,32,Denver/CO,Martha,Y,Y,69,4
FBO-87879427-J-009183-mG,Corbet Baleine,Positive,9,10/14/2020 0:00,0.437002315,Payments,Boston,Massachusetts,Call-Center,Within SLA,42,Los Angeles/CA,Joe,Y,Y,78,3
VEE-48830806-E-435650-BJ,Kerry Trusslove,Negative,0,10/8/2020 0:00,0.437002315,Service Outage,Orlando,Florida,Web,Within SLA,20,Baltimore/MD,Martha,Y,Y,78,5
JWP-41440696-2-031451-C6,Boycie Tegler,Very Negative,4,10/15/2020 0:00,0.442997685,Billing Question,Winston Salem,North Carolina,Call-Center,Within SLA,37,Chicago/IL,Martha,N,N,0,0
KGG-17002859-h-043550-OQ,Aurelie Gundry,Positive,0,10/11/2020 0:00,0.442997685,Billing Question,Lakewood,Washington,Web,Above SLA,11,Los Angeles/CA,Diane,Y,Y,44,4
WCW-60464774-8-695239-xQ,Rachelle Gellibrand,Positive,0,10/7/2020 0:00,0.452997685,Billing Question,Metairie,Louisiana,Web,Within SLA,13,Chicago/IL,Martha,Y,Y,35,4
UGV-83416198-x-359115-7q,Arleta Staniland,Positive,8,10/17/2020 0:00,0.452997685,Billing Question,Portland,Oregon,Web,Below SLA,31,Los Angeles/CA,Becky,Y,Y,102,4
JDY-21229920-K-658247-id,Lucky Paladini,Negative,0,10/18/2020 0:00,0.452997685,Billing Question,Austin,Texas,Web,Within SLA,28,Chicago/IL,Jim,Y,Y,99,3
MNT-33811761-U-959291-5J,Inga Grenkov,Negative,5,10/6/2020 0:00,0.452997685,Billing Question,Richmond,California,Chatbot,Below SLA,43,Los Angeles/CA,Jim,Y,Y,29,3
AYN-54834891-R-354000-hr,Ashla Raffles,Neutral,0,10/23/2020 0:00,0.457002315,Billing Question,Charlotte,North Carolina,Web,Below SLA,9,Baltimore/MD,Becky,Y,N,42,5
MBV-45413978-v-824180-Qi,Vikky Keune,Very Positive,10,10/26/2020 0:00,0.457002315,Billing Question,Lexington,Kentucky,Email,Within SLA,16,Baltimore/MD,Diane,Y,Y,113,4
XKQ-86388884-2-623657-TD,Fransisco Oager,Very Negative,0,10/11/2020 0:00,0.46,Service Outage,Bronx,New York,Email,Below SLA,36,Baltimore/MD,Dan,Y,Y,124,2
HLJ-99212779-W-167630-1I,Peyter Balogun,Positive,8,10/25/2020 0:00,0.46,Billing Question,Washington,District of Columbia,Web,Within SLA,13,Baltimore/MD,Jim,N,N,0,0
RLG-69874742-f-666744-im,Cybill Curnok,Neutral,0,10/2/2020 0:00,0.46099537,Service Outage,Colorado Springs,Colorado,Web,Below SLA,35,Chicago/IL,Dan,Y,Y,55,1
NWG-45955402-4-774653-2L,Marlo Hillin,Very Negative,2,10/25/2020 0:00,0.46099537,Billing Question,Fredericksburg,Virginia,Chatbot,Within SLA,6,Los Angeles/CA,Greg,Y,N,105,3
